canal,運河
drought,干ばつ
despair,絶望
interval,間隔
luggage,荷物
behalf,代表して
impulse,衝動
debris,破片
beast,野獣
superstition,迷信
illusion,幻想、錯覚
thread,糸
intake,摂取量
feast,宴会
transition,移り変わり
misery,悲惨さ
radiation,放射線
log,丸太
consensus,合意
deed,行い
proverb,ことわざ
compliment,ほめ言葉
flame,炎
anniversary,記念日
conscience,良心
expedition,探検
offspring,子孫
allowance,こづかい
headline,大見出し
treaty,条約
monument,記念碑
worm,虫
remedy,治療法
encyclopedia,百科事典
glimpse,ちらり
personnel,職員
triumph,勝利
arithmetic,算数
self-esteem,自尊心
microbe,微生物
odds,可能性
chaos,混沌
destiny,運命
diameter,直径
lottery,宝くじ
souvenir,みやげ物
trail,小道
ratio,比率
sword,剣
whistle,笛
sentiment,感情
chore,雑用
courtesy,礼儀
mayor,市長
surveillance,監視、見張り
trash,ごみ
prestige,名声
headquarters,本部、本社
wilderness,荒野
orbit,軌道
bias,偏見
republic,共和国
bargain,掘り出し物
domain,領域
fragment,破片
galaxy,星雲
lap,ひざ
deadline,締め切り
bullet,弾丸
pedestrian,歩行者
wit,機知
nuisance,迷惑
criteria,基準
hardship,苦難
glory,栄光
pavement,歩道
navy,海軍
script,台本
pension,年金
province,州
surplus,余剰
moisture,水分
patch,あて布
altitude,高度、標高
thermometer,温度計
tuition,授業料
troop,軍隊
primate,霊長類
flaw,欠陥
nephew,甥
garment,衣服、衣類
diagnosis,診断
commerce,商業
antiquity,古代、古物
fraction,ほんの一部
irony,皮肉
nightmare,悪夢
defect,欠陥
certificate,証明書
decay,腐敗
erosion,浸食
recipe,秘けつ
skeleton,骨格
grace,優雅さ
landmark,名所
dementia,認知症
flesh,肉
collision,衝突、対立
hazard,危険なもの
tomb,墓
injection,注射
breakthrough,飛躍的進歩
leather,革
jewelry,宝石
cue,合図
ambulance,救急車
estate,不動産
commodity,商品
departure,出発
phase,段階
thief,泥棒
saint,聖
sculpture,彫刻
grief,悲しみ
lane,車線
predator,捕食動物
fluid,流体
incentive,はげみ
bride,花嫁
intervention,介入
margin,差
biography,伝記
consent,同意
volcano,火山
rebel,反逆者
metaphor,比喩
legislation,法律
lightning,雷
pesticide,殺虫剤
column,コラム
rumor,うわさ
dust,ほこり
dialogue,対話
kindergarten,幼稚園
diabetes,糖尿病
obesity,肥満
patent,特許
chapter,章
palace,宮殿
laundry,洗濯
ward,病棟
outbreak,ぼっ発
equation,方程式
archaeologist,考古学者
corruption,腐敗
germ,細菌
revenue,収入
spouse,配偶者
epidemic,流行
mortality,死亡
syndrome,症候群
retail,小売り
dose,量
beverage,飲み物
Metabolism,新陳代謝
hybrid,交配種
scent,香り
inflammation,炎症
pill,薬
grave,重大な
fertile,肥えた
hostile,反感を持つ
indispensable,不可欠な
oriented,志向の
splendid,すばらしい
competent,有能な
supreme,最高の
straightforward,わかりやすい
sacred,聖
bold,大胆な
uneasy,不安な
neat,きちんとした
shallow,浅い
fake,偽物の
superficial,表面的な
absurd,ばかげた
fragile,壊れやすい
respectable,ちゃんとした
magnificent,すばらしい
infinite,無限の
comprehensive,包括的な
steep,険しい
gross,総
subsequent,次に起こる
sincere,心からの
toxic,有毒な
neutral,中立の
diligent,勤勉な
sore,痛い
contaminated,汚染された
ambiguous,あいまいな
oral,口述の
restless,落ち着かない
rotten,腐った
vigorous,精力的な
immense,莫大な
metropolitan,大都市の
punctual,時間をきっちり守る
solitary,孤独な
collective,集団
diplomatic,外交の
nasty,不快な
helpless,無力な
explicit,明確な、はっきりした
bankrupt,破産した
eternal,永遠の
sole,唯一の
sour,すっぱい
notable,注目すべき
affluent,裕福な
naked,裸の
vocal,発声
feminine,女性の
vacant,空いている
exotic,外来の
rigid,厳格な
humid,蒸し暑い
outstanding,傑出した
addicted,中毒である
vulnerable,受けやすい
spontaneous,自然に起こる
greedy,貪欲な
trivial,ささいな
per capita,一人当たりの
inherent,元から伴う
promising,前途有望な
physiological,生理的な
clinical,臨床
chronic,慢性の
geological,地質学的な
countless,無数の
innate,先天的な
alert,用心する
autonomous,自動運転
simultaneously,同時に
utterly,まったく
drastically,劇的に
necessarily,必ずしも
thereby,そうすることで
frankly,率直に
namely,すなわち
hence,だから
via,経由で
owing,のために
clarify,明らかにする
smash,粉々に砕く
mourn,悲しむ
summon,呼ぶ
shatter,粉々にする
linger,残る
lament,嘆く
endowed,恵まれる
rejoice,喜ぶ
allocate,配分する
slap,ピシャリと打つ
contend,主張する
swear,誓う
discern,識別する
degrade,悪化させる
erect,築く
testify,証言する
spur,駆りたてる
roam,歩き回る
frown,まゆをひそめる
lure,呼び込む
defy,逆らう
stroll,ぶらつく
rattle,がたがた鳴らす
reconcile,調和させる
blur,ぼやかす
soothe,なだめる
impair,低下させる
comply,従う
pierce,穴をあける
stumble,つまずく
hinder,さまたげる
mock,あざける
embody,具現する
stalk,忍び寄る
proclaim,宣言する
applaud,拍手する
inflict,与える
merge,合併する
evacuated,避難した
undone,元に戻る
poke,突く
haunted,つきまとわれる
adhere,固く守る
compile,まとめる
wither,しぼむ
stun,びっくりさせる
choke,のどがつまる
deteriorate,悪化する
dump,捨てる
murmur,つぶやく
delete,削除する
inhibit,阻害する
divert,そらす
tame,飼いならす
reap,手に入れる
affirm,断言する
immersed,浸る
expire,期限が切れる
embark,乗り出す
vow,誓う
foresee,予知する
adore,崇拝する
yearn,切望する
undermine,弱める
suck,吸う
pledge,誓う
intrude,立ち入る
sue,訴える
distort,歪曲する
extinguish,消す
preach,説教する
curb,抑制する
withstand,耐える
dip,浸す
recite,暗唱する
thrust,押し込む
plead,嘆願する
humiliate,恥をかかせる
discharge,放出する
condemn,非難する
retrieve,検索する
shrug,肩をすくめる
evoke,呼び起こす
fetch,取ってくる
flatter,お世辞を言う
prose,散文
textile,織物
timber,材木
masterpiece,傑作
riot,暴動
carriage,車両
apparatus,装置
fuss,大騒ぎ
deficiency,欠乏
heir,相続人
equator,赤道
petroleum,石油
witch,魔女
vapor,蒸気
probe,探査機
expertise,専門知識
scorn,軽蔑
prophet,預言者
breeze,そよ風
sin,罪
surge,急増
complement,補うもの
queue,列
stake,賭け金
ambassador,大使
jury,陪審員
cluster,集団
lump,こぶ
meadow,牧草地
feat,偉業
temperament,気質
chill,寒気
appliance,器具
predecessor,前任者
entity,存在
hospitality,もてなし
narrative,話
segment,部分、区分
catastrophe,大災害
monarch,君主、皇帝
constraint,制約
amendment,改正、修正
cosmos,宇宙
aisle,通路
hierarchy,階級制度
toll,通行料
transaction,取引
burglar,強盗
tyranny,圧政
parasite,寄生生物
intuition,直感
communist,共産主義の
legacy,遺産
vein,静脈
discourse,論説
dairy,乳製品、酪農
artifact,工芸品
outlet,はけ口
apprehension,不安
melancholy,憂うつ
novelty,目新しさ
specimen,標本
hygiene,衛生
tactics,戦術
monopoly,独占
token,印
aristocracy,貴族階級
revenge,復讐
activist,活動家
rhetoric,美辞麗句
entrepreneur,起業家
census,国勢調査
verge,瀬戸際
advent,出現、到来
analogy,類似点
irrigation,灌漑
coverage,報道
cuisine,料理
menace,脅威
peril,危険
limb,手足
assault,攻撃
hatred,憎しみ
autonomy,自主性
cram,塾
subsidy,補助金
empathy,共感
slang,俗語
posture,姿勢
Ideology,イデオロギー
curse,災いのもと
tumor,腫瘍
intersection,交差点
duration,期間
deforestation,森林破壊
precaution,用心
bunch,ひとたばの
shortcoming,欠点
aspiration,熱望
psychiatrist,精神科医
shipping,発送
senator,上院議員
statesman,政治家
subordinate,部下
vacuum,空白
quest,探究
meditation,瞑想
subscriber,加入者
riddle,謎
rag,ぼろ
rust,さび
sanitation,衛生
midst,まっただ中
mischief,いたずら
proficiency,検定
recollection,記憶
latitude,緯
friction,摩擦
botanist,植物学者
heredity,遺伝
contempt,軽蔑
anatomy,構造
integrity,誠実
cargo,貨物
bribe,わいろ
eruption,噴火
funeral,葬式
deficit,赤字
bulk,大部分
millionaire,百万長者
ash,灰
realm,領域
plantation,農園
plow,すき
vending,販売
orphan,孤児
neuron,神経細胞
vegetation,植生
warrior,戦士
mutation,突然変異
sewage,下水
paradigm,理論的枠組
protocol,議定書
skyscraper,高層ビル
accord,一致
bureaucrat,官僚
array,多彩
clash,衝突
torture,拷問
reign,統治
thesis,論文
digit,桁
agenda,課題
onset,発症
peasant,小作農
ultraviolet,紫外
renowned,有名な
transparent,透き通った
dim,薄暗い
legitimate,正当な
adverse,悪
swift,すばやい
naive,世間知らずの
dumb,ばか
gloomy,暗い
furious,激怒した
earnest,まじめな
terrific,すばらしい
vertical,垂直な
wicked,邪悪な
subjective,主観的な
enlightened,進んだ考えの
authentic,本物の
brutal,残忍な
dizzy,めまい
sheer,まったくの
naughty,いたずらな
damp,湿った
static,静的な
doomed,運命にある
respiratory,呼吸器に関する、呼吸の
innumerable,無数の
clumsy,不器用な
aesthetic,美的
obsessed,とりつかれている
detached,切り離された
wrecked,難破した
reckless,無謀な
arrogant,傲慢な
preoccupied,頭がいっぱいだ
gigantic,巨大な
conspicuous,顕著な
slender,すらりとした
manifest,明らかな
tidy,きちんと
skeptical,懐疑的な
notorious,悪名高い
anonymous,匿名の
monotonous,単調な
ample,豊富に
trim,こぎれいな
savage,野蛮な
coherent,一貫した
eloquent,雄弁な
foul,不快な
juvenile,青少年の
compulsory,義務的な
prone,やすい
arbitrary,勝手な
ingenious,独創的な
divine,神聖なる
tender,やさしい
outraged,憤慨している
intrinsic,本来の
paralyzed,麻痺している
compatible,適合する
patriotic,愛国的な
eminent,名高い
potent,強力な
insane,正気を失っている
staple,主要な
secondhand,間接
indigenous,先住
utmost,最も
integral,不可欠な
intricate,複雑な
demographics,人口統計の
mighty,強力な
intact,無傷の
intent,決意をしている
intriguing,興味深い
merry,陽気な
perpetual,永続する
spinal,脊椎の
susceptible,かかりやすい
mandatory,義務的な
upright,まっすぐに
abruptly,不意に
conversely,逆に
predominantly,主に
lest,～しないように
